CODE,TITLE,TERM,CAREER,DELIVERY,STUDENT,TEACHER
LAWS0158,Course LAWS0158,Semester 1,Undergraduate,On Campus,u0001609 u0000534 u0001868 u0001546 u0000343 u0000691 u0000478 u0000302 u0001817 u0001090 u0000222 u0001078 u0001495 u0001713 u0000692 u0000066 u0000425 u0001811 u0000894 u0000304 u0000171 u0001218 u0000653 u0001853 u0001978 u0000875 u0000123 u0000161 u0001712 u0000602 u0001270 u0001193,u0002158
BUSN0159,Course BUSN0159,Winter,Undergraduate,Blended,u0001016 u0000884 u0001469 u0001365 u0001095 u0001278 u0001296 u0001041 u0000257 u0001397 u0000342 u0000769 u0000626 u0000168 u0000514 u0001361 u0000474 u0001659 u0000329 u0000513 u0001965 u0001078 u0000134 u0001828 u0000429 u0001520 u0000636 u0000647 u0000852 u0000753 u0001819 u0000198 u0001986 u0001902 u0001863 u0000537 u0001246 u0001718 u0000433 u0001788 u0001604 u0000258 u0000399 u0001830 u0000107 u0000111 u0000268 u0001514 u0000625 u0001815 u0000962 u0001935 u0000969 u0001923 u0000908 u0000856 u0001565 u0001251 u0000205 u0001146 u0001422 u0001608 u0001907 u0000892 u0001229 u0001757 u0001059 u0001024 u0001862 u0000379 u0000729,u0002159
COMP0160,Course COMP0160,Semester 2,Undergraduate,Online,u0001586 u0000449 u0000847 u0000179 u0000987 u0000435 u0000747 u0001169 u0000414 u0001159 u0001916 u0001345 u0001536 u0001992 u0000041 u0000815 u0001906 u0000854 u0001861 u0001087 u0000092 u0001655 u0000301 u0001520 u0001816 u0000273 u0001356 u0001980 u0001289 u0001988 u0000363 u0000762 u0000866 u0001836 u0001454 u0000071 u0000119 u0000648 u0000269 u0000037,u0002160
COMP0161,Course COMP0161,Semester 2,Postgraduate,Blended,u0000141 u0001891 u0001121 u0000417 u0001734 u0001837 u0000502 u0000189 u0000307 u0000081 u0001446 u0000177 u0000603 u0001703 u0000233 u0001927 u0001208 u0000002 u0000485 u0000753 u0000206 u0001871 u0000246 u0000752 u0000516 u0000114 u0001029 u0001066 u0001911 u0000107 u0001523 u0000459 u0001995 u0001652 u0000830 u0001055 u0001072 u0000422 u0001835 u0001081 u0000773 u0000112,u0002161
COMP0162,Course COMP0162,Winter,Postgraduate,Blended,u0000254 u0000879 u0001338 u0001791 u0001946 u0000963 u0000816 u0000728 u0001649 u0000796 u0000815 u0000672 u0001119 u0000623 u0001463 u0001168 u0001759 u0000656 u0001297 u0001900 u0000537 u0000370 u0001499 u0001289 u0000386 u0001231 u0000739 u0001399 u0001339 u0000530 u0001622 u0001547 u0001916 u0000696 u0001262 u0000514 u0000431 u0000277 u0000685 u0000044 u0000899 u0000773 u0001757 u0000648 u0001894 u0000885 u0000691 u0000478 u0001597 u0000727 u0001365 u0001563 u0000176 u0000285 u0001575 u0000513 u0001092 u0000104 u0001746 u0001304 u0001655 u0001244 u0001462 u0000250 u0000908 u0000095 u0000892 u0001291 u0001770 u0000070 u0000777 u0001509 u0000329 u0000420 u0001967 u0001677 u0001819 u0001504 u0000303 u0001838 u0001442 u0000362 u0000103 u0001091 u0001072 u0000127 u0000071 u0000827 u0001519 u0000298 u0001193 u0001489,u0002162
MATH0163,Course MATH0163,Semester 2,Postgraduate,On Campus,u0000458 u0001778 u0000841 u0001837 u0001293 u0001129 u0000821 u0001766 u0001352 u0001585 u0001526 u0001115 u0001201 u0001794 u0001670 u0001782 u0000984 u0001797 u0000072 u0001065 u0001256 u0001570 u0001336 u0001647 u0001697 u0000073 u0000947 u0001022 u0001916 u0001370 u0000282 u0001117 u0000133 u0000649 u0000091 u0000277 u0000088 u0001974 u0000499 u0000828 u0000322 u0001719 u0001466 u0001247 u0001472 u0001560 u0001417 u0000757 u0000847 u0000478 u0001584 u0001302 u0001296 u0000292 u0001238 u0001496 u0001726 u0001627 u0001676 u0001575 u0000183 u0001551 u0001747 u0001566 u0000286 u0001181 u0000715 u0000078 u0000415 u0000719 u0001673 u0000867 u0000504 u0000457 u0000594 u0001141 u0001531 u0001024 u0000722 u0001990 u0000704 u0000998 u0000886 u0000939 u0001633 u0000581 u0000461 u0001678 u0001708 u0000986 u0001824 u0000730 u0000347 u0000082,u0002163
LAWS0164,Course LAWS0164,Autumn,Postgraduate,Blended,u0000409 u0000395 u0000148 u0000947 u0000108 u0000249 u0000440 u0000871 u0000774 u0001766 u0001982 u0000475 u0000018 u0000825 u0001406 u0000641 u0000970 u0000258 u0000308 u0000124 u0000193 u0000239 u0000739 u0001160,u0002164
MGMT0165,Course MGMT0165,Spring,Undergraduate,Blended,u0000027 u0000846 u0001664 u0001302 u0000350 u0001437 u0001330 u0000189 u0001238 u0000868 u0000465 u0001515 u0001236 u0000998 u0001265 u0001903 u0001366 u0000448 u0001109 u0000420 u0001078 u0000598 u0001284 u0001863 u0001576 u0001406 u0001356 u0000077 u0001082 u0001318 u0000408 u0000387 u0001651 u0000012 u0000383 u0000162 u0001833 u0000252 u0000850 u0000528 u0000908 u0001449,u0002165
CHEM0166,Course CHEM0166,Summer,Undergraduate,Online,u0000846 u0001946 u0001330 u0001872 u0001750 u0000135 u0000672 u0000931 u0001739 u0001692 u0001342 u0000158 u0001811 u0000369 u0000965 u0001665 u0001723 u0000021 u0001384 u0001065 u0001018 u0001821 u0001146 u0001745 u0000138 u0001831 u0000266 u0000412 u0001814 u0000540 u0001230 u0001841 u0001540 u0000688 u0000201 u0001360 u0000052 u0000649 u0001688 u0001775 u0001471 u0001789 u0001353 u0001453 u0001354 u0000734 u0001833 u0000040 u0000628 u0000086 u0000026 u0000790 u0001623 u0000773 u0001126 u0000316 u0001596 u0001894 u0000757 u0000885 u0000333 u0001302 u0000350 u0000583 u0001643 u0000183 u0001551 u0000556 u0000606 u0001619 u0001788 u0001029 u0000925 u0001141 u0001136 u0000208 u0001629 u0001994 u0001465 u0001407 u0001061 u0001411 u0000157 u0001819 u0001259 u0001980 u0000731 u0001852 u0000311 u0001071 u0001416 u0000347 u0000744 u0001084 u0000275,u0002166
ENGN0167,Course ENGN0167,Semester 1,Postgraduate,Online,u0000990 u0001233 u0000106 u0001837 u0000540 u0001278 u0001437 u0000502 u0001569 u0000769 u0001768 u0000930 u0001401 u0000746 u0001906 u0001307 u0001989 u0001052 u0000505 u0001413 u0001355 u0000018 u0000703 u0001962 u0001612 u0001656 u0001869 u0001068 u0000589 u0000965 u0000413 u0000111 u0001958 u0001298 u0001723 u0001588 u0000561 u0001765 u0001885 u0001602 u0000424 u0001317 u0000713 u0000071 u0001108 u0001475 u0001136 u0000208 u0001516 u0000261 u0000472 u0001557,u0002167
BUSN0168,Course BUSN0168,Winter,Undergraduate,Blended,u0001209 u0001056 u0000305 u0000943 u0001233 u0000543 u0001225 u0000557 u0001969 u0001603 u0000242 u0000974 u0000173 u0000816 u0000799 u0000136 u0000209 u0001099 u0001236 u0001618 u0000474 u0001548 u0000285 u0001382 u0000607 u0000606 u0000698 u0001828 u0001369 u0001636 u0001865 u0000093 u0000475 u0001702 u0001292 u0000927 u0001063 u0001195 u0000415 u0001002 u0001206 u0000024 u0000319 u0001065 u0001454 u0000367 u0000592 u0000026 u0000119 u0000616 u0000789 u0001160 u0001640 u0001835 u0001553 u0000667 u0001062 u0001700,u0002168
HIST0169,Course HIST0169,Winter,Undergraduate,Online,u0001882 u0000957 u0001977 u0000862 u0001455 u0001363 u0001969 u0000456 u0001994 u0001197 u0001645 u0000378 u0001238 u0001268 u0001615 u0000307 u0000890 u0000728 u0000929 u0000084 u0001850 u0001920 u0000238 u0001344 u0001282 u0000768 u0000915 u0000525 u0001676 u0000817 u0001149 u0000222 u0001766 u0000463 u0000644 u0000224 u0001855 u0000565 u0000941 u0001304 u0001585 u0000692 u0000779 u0000853 u0001287 u0001154 u0000537 u0001887 u0001847 u0001774 u0000738 u0001148 u0001972 u0000719 u0001004 u0001378 u0001876 u0001652 u0001620 u0000125 u0001904 u0000907 u0001637 u0001914 u0001765 u0000322 u0001205 u0001521 u0000856 u0001122 u0001108 u0000572 u0001429 u0000834 u0001724,u0002169
COMP0170,Course COMP0170,Semester 1,Postgraduate,Blended,u0001743 u0001414 u0001750 u0001503 u0000909 u0000407 u0001376 u0000652 u0000077 u0000223 u0000805 u0001384 u0000545 u0001222 u0001018 u0000393 u0001277 u0001613 u0001469 u0000435 u0001133 u0001114 u0000575 u0001260 u0000688 u0001621 u0000051 u0001576 u0001604 u0001583 u0000460 u0000024 u0001202 u0000804 u0001060 u0000119 u0001229 u0001211 u0000771 u0000643 u0000089 u0001563 u0000799 u0001674 u0001496 u0000030 u0000047 u0001660 u0000344 u0000506 u0000312 u0000870 u0001761 u0001864 u0001579 u0000415 u0000383 u0001118 u0001275 u0000858 u0000067 u0000659 u0001687 u0000239 u0000968 u0000834 u0001212 u0001631 u0000449 u0001363 u0001465 u0000632 u0000569 u0000785 u0001481 u0000975 u0000265 u0000213 u0000298 u0000192,u0002170
LAWS0171,Course LAWS0171,Semester 2,Undergraduate,Blended,u0000320 u0000378 u0000061 u0000512 u0001766 u0001001 u0000656 u0000573 u0000251 u0000883 u0000059 u0001339 u0001697 u0000995 u0001928 u0000723 u0000575 u0001366 u0001540 u0000958 u0001696 u0001038 u0001576 u0001651 u0001017 u0000128 u0000024 u0001823 u0000592 u0001274 u0001721 u0000936 u0000999 u0001888 u0000614 u0000829 u0000149 u0001606 u0000002 u0000636 u0001657 u0001611 u0001410 u0001027 u0001094 u0000049 u0001275 u0001673 u0001662 u0000533 u0000536 u0001507 u0001531 u0000978 u0000722 u0001056 u0001784 u0001123 u0001467 u0000704 u0000895 u0000365 u0000998 u0001125 u0001411 u0000035 u0001102 u0000118 u0000852 u0001947 u0001567 u0000637 u0001958 u0001854 u0001678 u0000586 u0001877 u0000680 u0000215 u0001799 u0001108 u0000340,u0002171
LAWS0172,Course LAWS0172,Summer,Postgraduate,Online,u0000437 u0000328 u0000159 u0001022 u0000178 u0000109 u0001361 u0001807 u0000997 u0000352 u0000575 u0001265 u0000571 u0000754 u0001001 u0000301 u0000475 u0001937 u0001303 u0000523 u0000650 u0001657 u0000169 u0000171 u0001980 u0001829 u0000965 u0001610 u0000994 u0001174 u0000447 u0001438 u0001055 u0000103 u0001267 u0001956 u0001951 u0001565 u0000484 u0001309 u0001799 u0001893 u0001757 u0000338,u0002172
PHYS0173,Course PHYS0173,Semester 2,Postgraduate,On Campus,u0001306 u0000343 u0000073 u0000469 u0000799 u0001898 u0001800 u0001744 u0000329 u0000476 u0000028 u0001369 u0000905 u0001865 u0000445 u0001297 u0000253 u0000753 u0000927 u0001796 u0001667 u0000304 u0000171 u0001612 u0001954 u0001055 u0001753 u0001956 u0000060 u0001229 u0001178 u0000275,u0002173
PHYS0174,Course PHYS0174,Semester 2,Undergraduate,On Campus,u0001760 u0001891 u0001976 u0000879 u0000479 u0001857 u0000167 u0001581 u0000583 u0000566 u0000153 u0000845 u0000197 u0001092 u0000776 u0000216 u0002000 u0001737 u0001070 u0001785 u0001001 u0001322 u0000312 u0000219 u0001589 u0000498 u0001462 u0000444 u0000050 u0000685 u0001801 u0001691 u0001714 u0001072 u0001687 u0001704 u0000059 u0001996 u0000978 u0000114,u0002174
CBEA0175,Course CBEA0175,Winter,Undergraduate,Online,u0001778 u0001880 u0001734 u0000620 u0000289 u0001930 u0001750 u0000525 u0001779 u0000851 u0001034 u0001801 u0000107 u0001728 u0001652 u0001904 u0000528 u0001112 u0000467 u0001724 u0000710 u0001351 u0001332 u0000417 u0001731 u0000267 u0000723 u0000144 u0001182 u0001493 u0001621 u0001038 u0001082 u0000390 u0001583 u0001150 u0001884 u0001833 u0001426 u0001599 u0001753 u0000671 u0001956 u0001960 u0000957 u0000146 u0000452 u0000032 u0001011 u0001296 u0001917 u0001090 u0001575 u0000190 u0001303 u0000286 u0000750 u0000351 u0000860 u0001783 u0000715 u0001137 u0000493 u0001711 u0001914 u0001074 u0000867 u0001103 u0000457 u0001598 u0001511 u0000261 u0001024 u0000588 u0001771 u0001615 u0000895 u0000632 u0000629 u0000538 u0000584 u0000476 u0000410 u0000389 u0001333 u0001940 u0000524 u0000863 u0001678 u0001704 u0000298 u0000347 u0000744,u0002175
MATH0176,Course MATH0176,Autumn,Postgraduate,On Campus,u0001631 u0001857 u0001547 u0000557 u0001837 u0001994 u0000373 u0001528 u0001041 u0001194 u0001437 u0000833 u0000797 u0001807 u0000991 u0001272 u0000622 u0001356 u0001796 u0001504 u0000207 u0001218 u0000544 u0001068 u0001583 u0001648 u0001155 u0000446 u0001040 u0001315 u0001599 u0001371 u0000180 u0000877 u0001996 u0000973,u0002176
COMP0177,Course COMP0177,Spring,Postgraduate,On Campus,u0001630 u0000359 u0000879 u0001351 u0001023 u0000230 u0001131 u0001474 u0001089 u0001025 u0000958 u0001967 u0001675 u0001034 u0000391 u0001911 u0000107 u0001940 u0000755 u0001377 u0001058 u0000252 u0001275 u0001098 u0000762 u0001765 u0001055 u0000587 u0000416 u0001687 u0000385 u0001422 u0000155 u0000926,u0002177
PHYS0178,Course PHYS0178,Winter,Undergraduate,On Campus,u0000718 u0000456 u0001528 u0000229 u0001992 u0000796 u0000531 u0001650 u0000754 u0001364 u0000418 u0000408 u0001911 u0000356 u0001995 u0000455 u0001256 u0001602 u0001232 u0001929 u0001336 u0001724 u0001233 u0000608 u0001814 u0001166 u0000182 u0000947 u0000502 u0000709 u0000197 u0001540 u0000324 u0001369 u0001510 u0001576 u0000091 u0001453 u0001774 u0000120 u0000423 u0001537 u0000290 u0000310 u0000102 u0001555 u0000500 u0000465 u0000614 u0000546 u0001138 u0001575 u0000624 u0000074 u0000004 u0001064 u0001644 u0000154 u0000331 u0001798 u0001377 u0001762 u0001905 u0001122 u0000594 u0000559 u0000536 u0000062 u0000029 u0001395 u0001409 u0001603 u0000629 u0001635 u0001050 u0000296 u0000917 u0001109 u0000848 u0000035 u0001737 u0000521 u0000989 u0000169 u0001440 u0001932 u0000400 u0000887 u0000875 u0000907 u0000605 u0000427 u0001987 u0000801 u0001267 u0000827 u0000318,u0002178
CHEM0179,Course CHEM0179,Autumn,Undergraduate,Blended,u0001420 u0001226 u0001743 u0001879 u0000412 u0000669 u0000414 u0000583 u0001767 u0000632 u0000438 u0000795 u0000991 u0001592 u0001104 u0001265 u0000264 u0000784 u0000624 u0000074 u0001396 u0001739 u0000756 u0000028 u0000138 u0000888 u0000649 u0000966 u0001699 u0001504 u0001356 u0000693 u0000143 u0001789 u0001045 u0000685 u0000387 u0000715 u0001749 u0001679 u0000107 u0000383 u0000361 u0001086 u0000969 u0001091 u0000016 u0001371 u0000467 u0001757 u0000208 u0000897 u0001724,u0002179
CBEA0180,Course CBEA0180,Spring,Undergraduate,Blended,u0000470 u0001735 u0000553 u0001522 u0001896 u0000840 u0001770 u0001791 u0001225 u0000278 u0000747 u0000745 u0001197 u0000787 u0000147 u0000947 u0000769 u0001578 u0000796 u0000352 u0000845 u0001083 u0000017 u0000754 u0001106 u0001605 u0000958 u0001078 u0000222 u0001502 u0001369 u0001328 u0001967 u0001208 u0000663 u0000150 u0001816 u0001900 u0001240 u0000636 u0001644 u0000678 u0001758 u0000984 u0000641 u0000800 u0001348 u0001094 u0000218 u0000217 u0000271 u0001523 u0000925 u0000875 u0001711 u0001755 u0001206 u0001459 u0001271 u0000899 u0000707 u0000770 u0001349 u0000964 u0001956 u0001565 u0000231 u0001704 u0001371 u0000559 u0000647 u0000268,u0002180
CBEA0181,Course CBEA0181,Semester 1,Undergraduate,Blended,u0001021 u0001868 u0000449 u0001184 u0000677 u0001131 u0000607 u0000520 u0000232 u0001128 u0000065 u0001594 u0000887 u0001897 u0001652 u0001086 u0000099 u0000867 u0001642 u0001178 u0001647 u0000275,u0002181
BUSN0182,Course BUSN0182,Winter,Postgraduate,On Campus,u0000534 u0001173 u0000885 u0000651 u0000378 u0000136 u0001741 u0001131 u0001509 u0001104 u0001635 u0000052 u0000364 u0000639 u0001154 u0001406 u0000090 u0001573 u0001583 u0000925 u0000308 u0001620 u0001202 u0001663 u0000316,u0002182
CBEA0183,Course CBEA0183,Semester 1,Undergraduate,Online,u0001813 u0001918 u0001363 u0000483 u0000772 u0001503 u0001903 u0001989 u0000756 u0001208 u0001304 u0001913 u0000609 u0001761 u0001292 u0000485 u0000304 u0000627 u0000078 u0001890 u0000561 u0001204 u0001511 u0001881 u0001062,u0002183
HIST0184,Course HIST0184,Winter,Undergraduate,On Campus,u0000604 u0001306 u0000980 u0001645 u0001870 u0001552 u0001069 u0001175 u0001970 u0000369 u0000802 u0000391 u0000494 u0000950 u0001665 u0000635 u0001155 u0001723 u0001222 u0001018 u0000424 u0000015 u0001242 u0001647 u0001336 u0001173 u0001868 u0000397 u0001023 u0001184 u0001187 u0001248 u0000324 u0001280 u0000663 u0001340 u0001066 u0000857 u0001921 u0001521 u0001251 u0001028 u0001475 u0001721 u0001421 u0000478 u0000292 u0000406 u0001817 u0000768 u0001400 u0000004 u0000698 u0000992 u0000110 u0001514 u0001738 u0000737 u0000882 u0000902 u0001408 u0000834 u0000978 u0000449 u0000578 u0000953 u0000669 u0001145 u0001603 u0000288 u0000772 u0001807 u0000584 u0001203 u0001942 u0000881 u0001997 u0001751 u0000994 u0001438 u0001704 u0000948 u0000347 u0001178 u0001449 u0001557,u0002184
LAWS0185,Course LAWS0185,Semester 1,Postgraduate,Online,u0001629 u0001173 u0001319 u0001990 u0001628 u0001716 u0000449 u0001306 u0001233 u0001690 u0000596 u0000117 u0000262 u0001079 u0000597 u0001603 u0000189 u0000708 u0001467 u0001998 u0000440 u0001031 u0001003 u0000556 u0000688 u0001447 u0000008 u0000918 u0001692 u0000681 u0000905 u0000445 u0001110 u0001524 u0001900 u0000425 u0001287 u0000286 u0001048 u0001619 u0001718 u0001029 u0000482 u0001812 u0001005 u0000111 u0000711 u0001113 u0000491 u0001558 u0001678 u0000954 u0000046 u0001806 u0000561 u0000762 u0000124 u0000679 u0001600 u0000647 u0000379,u0002185
HIST0186,Course HIST0186,Spring,Undergraduate,On Campus,u0000996 u0001173 u0000847 u0000146 u0001277 u0000179 u0000990 u0000478 u0001351 u0001363 u0000590 u0001436 u0000354 u0001916 u0000139 u0001768 u0001888 u0000249 u0000481 u0001686 u0000897 u0001129 u0000662 u0001850 u0000697 u0001934 u0000889 u0000570 u0001616 u0000869 u0000624 u0001334 u0001168 u0001411 u0001779 u0000092 u0001070 u0001913 u0000588 u0000505 u0000939 u0000639 u0001492 u0001143 u0000206 u0001657 u0000198 u0001936 u0001406 u0001789 u0000810 u0001573 u0000970 u0000063 u0001803 u0000271 u0001859 u0000323 u0001728 u0000781 u0001506 u0000490 u0000046 u0000832 u0001454 u0001018 u0000259 u0000087 u0001112 u0001108 u0000102 u0000293 u0000138 u0001881 u0000269 u0000379,u0002186
MGMT0187,Course MGMT0187,Summer,Undergraduate,Blended,u0001778 u0001716 u0000036 u0001977 u0000395 u0000456 u0000334 u0001870 u0000195 u0000325 u0001497 u0001993 u0000639 u0000494 u0001158 u0001972 u0001148 u0001755 u0001795 u0001929 u0001654 u0000266 u0001814 u0000803 u0001928 u0000723 u0000991 u0001344 u0001479 u0000464 u0001424 u0001327 u0000091 u0001100 u0000390 u0000023 u0001954 u0001610 u0000850 u0000828 u0000290 u0001663 u0000026 u0000086 u0001757 u0000771 u0000333 u0000979 u0000089 u0000936 u0001044 u0001431 u0000726 u0001627 u0001575 u0000631 u0000402 u0001410 u0001029 u0001517 u0001924 u0001905 u0000241 u0001470 u0001955 u0001093 u0000591 u0001435 u0001631 u0000675 u0000669 u0000068 u0001346 u0000997 u0000845 u0001061 u0001125 u0000248 u0001683 u0000287 u0001411 u0001939 u0000453 u0000581 u0001318 u0001953 u0001020 u0001620 u0001162 u0001678 u0000586 u0000801 u0000680 u0000509 u0000194 u0001923,u0002187
CHEM0188,Course CHEM0188,Winter,Undergraduate,Blended,u0001734 u0000334 u0000796 u0001503 u0001548 u0001895 u0001352 u0001120 u0001415 u0000653 u0000356 u0001289 u0000348 u0001222 u0001724 u0000338 u0001398 u0001351 u0001814 u0001731 u0001892 u0001536 u0000913 u0001151 u0000880 u0001920 u0000197 u0001562 u0000511 u0001257 u0000445 u0001243 u0000280 u0000678 u0001576 u0000390 u0000101 u0001610 u0001833 u0000319 u0001748 u0000452 u0000807 u0000985 u0001624 u0001566 u0000005 u0001711 u0001349 u0001506 u0001945 u0000707 u0001687 u0001955 u0001362 u0001024 u0001700 u0000932 u0000291 u0001465 u0000704 u0000658 u0000203 u0000238 u0000910 u0000917 u0001203 u0001110 u0000657 u0000399 u0000400 u0000589 u0001071 u0000827 u0001519 u0001279 u0001907 u0001790 u0001433 u0001105,u0002188
ENGN0189,Course ENGN0189,Winter,Postgraduate,On Campus,u0001668 u0001607 u0000987 u0001969 u0000895 u0000211 u0001129 u0000510 u0001326 u0000013 u0001434 u0000496 u0001759 u0000992 u0000812 u0000207 u0000752 u0001354 u0000826 u0000899 u0000427 u0001008 u0000616 u0001475 u0001084,u0002189
LAWS0190,Course LAWS0190,Semester 1,Postgraduate,On Campus,u0001669 u0000159 u0001428 u0001169 u0000178 u0000626 u0000795 u0000149 u0001850 u0001650 u0000061 u0001366 u0001052 u0001495 u0001070 u0000558 u0001102 u0000692 u0001589 u0000919 u0000920 u0000551 u0000671 u0001951 u0001973 u0001893 u0000610,u0002190
MATH0191,Course MATH0191,Spring,Undergraduate,Online,u0000553 u0000847 u0000336 u0001622 u0000943 u0000375 u0000097 u0001810 u0000980 u0001867 u0000113 u0001268 u0001345 u0001465 u0000700 u0000430 u0001494 u0001138 u0001358 u0000687 u0001490 u0001766 u0000618 u0000579 u0001424 u0000981 u0000609 u0000116 u0001986 u0000018 u0001199 u0001797 u0000921 u0000978 u0000725 u0000398 u0000069 u0000924 u0001678 u0001132 u0001839 u0000314 u0001454 u0001074 u0000867 u0000717 u0001371 u0000960 u0000730 u0001991 u0000834 u0001270 u0001557,u0002191
LAWS0192,Course LAWS0192,Autumn,Postgraduate,On Campus,u0001760 u0001769 u0000270 u0001879 u0000073 u0001931 u0000373 u0000195 u0000995 u0001992 u0001151 u0001686 u0000209 u0000492 u0000871 u0001548 u0001326 u0000039 u0000238 u0000836 u0000358 u0000845 u0001391 u0001382 u0001106 u0000687 u0000134 u0000542 u0000822 u0000881 u0001327 u0001695 u0001936 u0000171 u0000519 u0000050 u0001218 u0000284 u0000749 u0000400 u0001150 u0000012 u0000635 u0001053 u0001995 u0001426 u0000311 u0001533 u0001842 u0000025 u0001256 u0000788 u0000016 u0000416 u0001076 u0000367 u0000298 u0000730 u0000140 u0000744 u0000591 u0001432 u0000838 u0000029,u0002192
